year,month,import_val,export_val,import_kg,export_kg,import_val_growth,import_val_growth_5,export_val_growth,export_val_growth_5,wld_diversity,wld_diversity_eff,hs_diversity,hs_diversity_eff,eci,bra_id,ibge_id
2010,0,146654.00,3204172.00,365532,6081690,0.365112,-0.079058,-0.799352,-0.385533,9,2.5136,6,1.52633,-0.00540366,4mg010001,3107406
2011,0,208526.00,6037435.00,430151,12614086,0.421891,0.560974,0.884242,-0.139892,9,2.67897,5,1.43779,-0.00523407,4mg010001,3107406
2012,0,156578.00,2642703.00,432406,6518510,-0.24912,0.130856,-0.56228,-0.261919,9,3.77775,5,1.2811,-0.00478555,4mg010001,3107406
2013,0,53460.00,199855.00,108000,19661,-0.658573,-0.0232667,-0.924375,-0.593837,6,2.29817,5,2.69387,-0.00417154,4mg010001,3107406
2014,0,178227.00,417566.00,286410,36620,2.33384,0.106546,1.08934,-0.51751,5,1.72041,5,2.08586,-0.00697958,4mg010001,3107406
2011,0,30537.00,None,2230,None,None,None,None,None,0,None,0,None,None,4mg010002,3123205
2012,0,None,117949.00,None,13381,None,None,None,None,1,1.0,1,1.0,6.6492e-05,4mg010002,3123205
2013,0,13840.00,None,680,None,None,None,None,None,0,None,0,None,None,4mg010002,3123205
2001,0,None,15012.00,None,10446,None,None,None,None,1,1.0,1,1.0,None,4mg010004,3135308
2003,0,None,52909.00,None,39702,None,None,None,None,1,1.0,1,1.0,-0.031139,4mg010004,3135308
2004,0,None,70789.00,None,54715,None,None,0.337939,None,1,1.0,1,1.0,-0.00181974,4mg010004,3135308
2005,0,None,60092.00,None,42612,None,None,-0.151111,None,1,1.0,1,1.0,-0.00214601,4mg010004,3135308
2007,0,None,68512.00,None,15198,None,None,None,None,1,1.0,1,1.0,-0.00641131,4mg010004,3135308
2008,0,None,49571.00,None,10125,None,None,-0.276463,-0.0129489,1,1.0,1,1.0,-0.00349127,4mg010004,3135308
2009,0,None,52143.00,None,26903,None,None,0.0518852,-0.059311,1,1.0,1,1.0,-0.0100502,4mg010004,3135308
2010,0,18835.00,208933.00,25000,57847,None,None,3.00692,0.283034,1,1.0,1,1.0,-0.0102215,4mg010004,3135308
2011,0,None,207821.00,None,65778,None,None,-0.00532228,None,1,1.0,1,1.0,0.0114363,4mg010004,3135308
2012,0,13749.00,38242.00,5580,24001,None,None,-0.815986,-0.110072,1,1.0,1,1.0,-6.14827e-05,4mg010004,3135308
2013,0,None,154130.00,None,72307,None,None,3.03039,0.254677,1,1.0,1,1.0,-0.000300855,4mg010004,3135308
2014,0,None,172190.00,None,67852,None,None,0.117174,0.269879,1,1.0,1,1.0,-0.000121482,4mg010004,3135308
2000,0,325472.00,3536032.00,212690,2429143,None,None,None,None,14,6.49662,5,1.46994,None,4mg010005,3137205
2001,0,550313.00,3072168.00,296372,2164277,0.690815,None,-0.131182,None,21,8.67828,14,2.00748,None,4mg010005,3137205
2002,0,410289.00,3347738.00,23288,2900595,-0.254444,None,0.0896989,None,20,7.53381,16,2.28237,-0.104703,4mg010005,3137205
2003,0,47598.00,4174291.00,15186,3272534,-0.883989,None,0.246899,None,18,5.4512,16,1.86492,-0.0766391,4mg010005,3137205
2004,0,619154.00,6414865.00,474490,4988602,12.008,None,0.536756,None,28,8.71465,14,2.21546,-0.0210376,4mg010005,3137205
2005,0,5694210.00,14156773.00,155973,33137717,8.19676,0.772491,1.20687,0.319744,26,3.93551,14,2.44178,-0.0251637,4mg010005,3137205
2006,0,699262.00,32987500.00,73291,70304633,-0.877198,0.0490738,1.33016,0.607611,30,7.52305,9,1.93243,-0.0307034,4mg010005,3137205
2007,0,1213516.00,21328190.00,402670,50313502,0.735424,0.242199,-0.353446,0.44824,29,5.39902,7,2.73434,-0.0280051,4mg010005,3137205
2008,0,5012535.00,12147616.00,426323,11752177,3.13059,1.53801,-0.430443,0.238174,31,7.03623,4,2.54803,-0.0170566,4mg010005,3137205
2009,0,1360327.00,17090854.00,412218,31310843,-0.728615,0.170493,0.406931,0.216509,31,10.7412,10,3.3685,-0.0633515,4mg010005,3137205
2010,0,2767858.00,64016036.00,787411,124215481,1.0347,-0.134351,2.74563,0.352275,43,13.5102,8,1.91313,-0.0737401,4mg010005,3137205
2011,0,3724490.00,44780984.00,746094,64548602,0.345622,0.397286,-0.300472,0.0630381,42,12.8553,10,2.17883,-0.0789459,4mg010005,3137205
2012,0,4210686.00,34790521.00,822351,54397633,0.13054,0.282512,-0.223096,0.102812,44,21.7226,9,2.01843,-0.0146427,4mg010005,3137205
2013,0,6267222.00,36658154.00,932720,63681007,0.488409,0.0456914,0.0536822,0.247199,40,18.931,4,2.07595,-0.0181523,4mg010005,3137205
2014,0,9251994.00,11268082.00,1159698,13023788,0.476251,0.467298,-0.692617,-0.0799377,37,16.8877,8,3.20254,-0.0117947,4mg010005,3137205
2004,0,None,10435.00,None,6950,None,None,None,None,1,1.0,1,1.0,-4.19695e-05,4mg010007,3138807
2005,0,None,29957.00,None,19926,None,None,1.87082,None,2,1.52745,1,1.0,-0.000142797,4mg010007,3138807
2006,0,None,15192.00,None,8640,None,None,-0.492873,None,1,1.0,1,1.0,-6.15603e-05,4mg010007,3138807
2007,0,None,11602.00,None,7251,None,None,-0.236309,None,1,1.0,1,1.0,-6.02265e-05,4mg010007,3138807
2008,0,None,16681.00,None,5332,None,None,0.437769,None,1,1.0,1,1.0,-4.75269e-05,4mg010007,3138807
2009,0,None,14775.00,None,7051,None,None,-0.114262,0.0720302,1,1.0,1,1.0,-0.00120066,4mg010007,3138807
2010,0,None,91302.00,None,26150,None,None,5.17949,0.249673,3,1.7446,3,1.05286,-0.0104787,4mg010007,3138807
2011,0,None,240570.00,None,59174,None,None,1.63488,0.737502,4,2.19129,1,1.0,-0.028226,4mg010007,3138807
2012,0,None,551572.00,None,106433,None,None,1.29277,1.16478,5,2.76775,1,1.0,-0.0452022,4mg010007,3138807
2013,0,70363.00,325896.00,30220,70019,None,None,-0.409151,0.812055,5,3.23997,2,1.23103,-0.0175399,4mg010007,3138807
2014,0,18750.00,242973.00,75000,57784,-0.733525,None,-0.254446,0.750677,6,5.69208,2,1.28799,-0.0106391,4mg010007,3138807
2000,0,242743.00,20800.00,103720,26605,None,None,None,None,1,1.0,1,1.0,None,4mg010008,3140506
2001,0,5113.00,None,20,None,-0.978937,None,None,None,0,None,0,None,None,4mg010008,3140506
2005,0,None,106821.00,None,333240,None,None,None,0.387135,9,6.43569,3,1.57252,-0.000264228,4mg010008,3140506
2006,0,None,1790990.00,None,4774892,None,None,15.7663,None,22,8.13724,1,1.0,0.00183353,4mg010008,3140506
2007,0,None,3858943.00,None,9011331,None,None,1.15464,None,27,10.032,3,1.02694,0.00564039,4mg010008,3140506
2008,0,None,3316524.00,None,7129747,None,None,-0.140562,None,29,10.6388,1,1.0,0.00153164,4mg010008,3140506
2009,0,None,2383643.00,None,5709415,None,None,-0.281283,None,30,9.11219,1,1.0,-0.0170066,4mg010008,3140506
2010,0,None,2539326.00,None,5695862,None,None,0.065313,0.88457,28,9.39092,1,1.0,0.00260876,4mg010008,3140506
2011,0,47038.00,2706804.00,982,5253382,None,None,0.0659537,0.0861073,21,11.0663,2,1.16941,-0.0230306,4mg010008,3140506
2012,0,1684.00,1732248.00,2,3743523,-0.964199,None,-0.360039,-0.148022,28,9.48089,2,1.40018,-0.0403774,4mg010008,3140506
2013,0,822141.00,901659.00,24850,1922789,487.207,None,-0.479486,-0.229324,26,14.4447,2,1.05362,-0.00812794,4mg010008,3140506
2014,0,80379.00,984549.00,4008,2160859,-0.902232,None,0.0919305,-0.162086,24,14.0713,2,1.16527,-0.0163357,4mg010008,3140506
2004,0,None,77660.00,None,57268,None,None,None,None,1,1.0,1,1.0,0.00121637,4mg010009,3142403
2005,0,None,255762.00,None,144009,None,None,2.29336,None,1,1.0,1,1.0,0.0010118,4mg010009,3142403
2006,0,None,346146.00,None,169441,None,None,0.353391,None,1,1.0,1,1.0,0.00164867,4mg010009,3142403
2007,0,None,643978.00,None,180962,None,None,0.860423,None,1,1.0,1,1.0,0.0012843,4mg010009,3142403
2008,0,None,376713.00,None,111749,None,None,-0.415022,None,1,1.0,1,1.0,-6.13345e-05,4mg010009,3142403
2009,0,None,161644.00,None,53582,None,None,-0.570909,0.157904,1,1.0,1,1.0,-0.000541419,4mg010009,3142403
2010,0,None,221138.00,None,66086,None,None,0.368056,-0.028673,1,1.0,1,1.0,0.000550194,4mg010009,3142403
2011,0,None,100579.00,None,28448,None,None,-0.545175,-0.219003,1,1.0,1,1.0,-0.000350469,4mg010009,3142403
2012,0,77464.00,63939.00,18619,14112,None,None,-0.364291,-0.369944,1,1.0,1,1.0,0.000133898,4mg010009,3142403
2013,0,None,47699.00,None,8736,None,None,-0.253992,-0.338546,1,1.0,1,1.0,8.70638e-05,4mg010009,3142403
2014,0,None,252431.00,None,52864,None,None,4.29217,0.0932428,1,1.0,1,1.0,0.000453111,4mg010009,3142403
2000,0,None,428929.00,None,108032,None,None,None,None,12,7.74168,3,1.53523,None,4mg010102,3119104
2001,0,None,494738.00,None,160236,None,None,0.153426,None,14,8.3505,3,1.48436,None,4mg010102,3119104
2002,0,None,542091.00,None,226332,None,None,0.0957133,None,17,7.67383,7,1.54236,-0.0111216,4mg010102,3119104
2003,0,None,771922.00,None,297468,None,None,0.423971,None,20,9.07677,15,1.76998,-0.0274334,4mg010102,3119104
2004,0,None,1016885.00,None,297648,None,None,0.317342,None,16,7.84805,5,1.40495,-0.0226493,4mg010102,3119104
2005,0,None,1141604.00,None,277568,None,None,0.122648,0.216259,16,9.61668,5,1.51908,-0.0287167,4mg010102,3119104
2006,0,None,757986.00,None,177513,None,None,-0.336034,0.0890735,20,9.55651,3,1.72075,-0.0200759,4mg010102,3119104
2007,0,None,806590.00,None,124674,None,None,0.0641226,0.0827199,15,7.80181,4,1.84947,-0.0185886,4mg010102,3119104
2008,0,None,639213.00,None,90199,None,None,-0.207512,-0.0370263,16,9.78823,2,1.62435,-0.0130704,4mg010102,3119104
2009,0,None,688258.00,None,131499,None,None,0.0767272,-0.0750976,17,7.20594,2,1.81331,-0.0187171,4mg010102,3119104
2010,0,None,803392.00,None,257884,None,None,0.167283,-0.0678573,15,8.07179,3,2.21962,-0.0285723,4mg010102,3119104
2011,0,None,1101784.00,None,378667,None,None,0.371415,0.0776731,16,8.1045,4,2.05842,-0.00586233,4mg010102,3119104
2012,0,None,941305.00,None,268127,None,None,-0.145654,0.0313724,13,6.59572,3,2.17325,-0.0227395,4mg010102,3119104
2013,0,None,1155894.00,None,220362,None,None,0.22797,0.125782,17,9.68916,3,1.86305,-0.020183,4mg010102,3119104
2014,0,None,1440083.00,None,304427,None,None,0.245861,0.159117,16,8.45569,5,1.92814,-0.0247289,4mg010102,3119104
2000,0,55000.00,1494919.00,180,4583841,None,None,None,None,25,6.58379,21,2.88395,None,4mg010103,3120904
2001,0,3830.00,1495055.00,4500,4378566,-0.930364,None,9.09748e-05,None,23,9.16177,36,3.85961,None,4mg010103,3120904
2002,0,4098.00,1999485.00,3650,5955679,0.0699739,None,0.337399,None,31,11.0796,12,3.27249,-0.301557,4mg010103,3120904
2003,0,187281.00,2993802.00,24065,7120299,44.7006,None,0.497287,None,28,8.13448,51,4.07723,-0.333621,4mg010103,3120904
2004,0,522660.00,5933395.00,81624,19150201,1.79078,None,0.981893,None,33,5.85323,31,3.40401,-0.709549,4mg010103,3120904
2005,0,13326.00,6416801.00,658,15259837,-0.974504,-0.246874,0.0814721,0.338259,33,6.28304,25,3.46821,-1.0002,4mg010103,3120904
2006,0,16944.00,9759372.00,779,26614371,0.271499,0.346367,0.520909,0.455301,31,7.15086,35,4.6109,-0.786337,4mg010103,3120904
2007,0,221394.00,4126614.00,1973,6275596,12.0662,1.22085,-0.577164,0.15594,29,10.8148,11,3.02662,-0.25216,4mg010103,3120904
2008,0,7974.00,3679052.00,1419,4804319,-0.963983,-0.468092,-0.108457,0.0420836,30,10.8439,11,2.32881,-0.0480047,4mg010103,3120904
2009,0,17697.00,2455766.00,2108,3461948,1.21934,-0.491915,-0.3325,-0.161744,28,11.7129,9,2.26183,-0.100876,4mg010103,3120904
2010,0,372606.00,2857776.00,121403,4040796,20.0548,0.946749,0.1637,-0.149368,32,10.4696,9,2.16854,-0.0414399,4mg010103,3120904
2011,0,40581.00,2692885.00,42544,3868916,-0.891089,0.190862,-0.0576991,-0.227036,31,8.81472,8,2.11748,-0.0342772,4mg010103,3120904
2012,0,25372.00,2949107.00,53035,3589350,-0.374781,-0.351608,0.0951478,-0.0649834,31,11.0876,8,2.63167,-0.0466234,4mg010103,3120904
2013,0,3700.00,1664300.00,470,2479530,-0.85417,-0.14236,-0.43566,-0.146705,21,12.286,7,3.50558,-0.0625121,4mg010103,3120904
2014,0,346338.00,2542186.00,166380,3024610,92.6049,0.812676,0.527481,0.0069411,21,13.0478,7,3.5199,-0.0616657,4mg010103,3120904
2000,0,None,1779362.00,None,4357589,None,None,None,None,12,3.63588,2,1.04308,None,4mg010104,3125705
2001,0,None,2277387.00,None,5521534,None,None,0.27989,None,18,4.14219,2,1.22821,None,4mg010104,3125705
2002,0,None,2688483.00,None,6696914,None,None,0.180512,None,18,3.91942,2,1.23658,0.00848604,4mg010104,3125705
2003,0,None,2891552.00,None,7588890,None,None,0.0755329,None,21,4.01996,2,1.31522,-0.0134262,4mg010104,3125705
2004,0,None,3279885.00,None,8553235,None,None,0.134299,None,21,5.76316,3,1.44332,-0.0274367,4mg010104,3125705
2005,0,63168.00,3536408.00,1980,8384314,None,None,0.078211,0.147254,19,6.58651,3,1.53617,-0.00949594,4mg010104,3125705
2006,0,11837.00,5765540.00,955,13308028,-0.812611,None,0.630338,0.20415,20,6.02834,3,1.43087,0.00319392,4mg010104,3125705
2007,0,None,6179487.00,None,13695660,None,None,0.0717967,0.181106,25,7.22584,3,1.44205,0.0061032,4mg010104,3125705
2008,0,None,6452994.00,None,12736996,None,None,0.0442605,0.174157,22,7.36474,3,1.3147,0.00146248,4mg010104,3125705
2009,0,None,3763802.00,None,7577313,None,None,-0.416736,0.0279065,20,8.03908,3,1.33258,-0.0271961,4mg010104,3125705
2010,0,None,3440873.00,None,6834167,None,None,-0.0857986,-0.00546229,19,7.31665,3,1.29635,0.00109915,4mg010104,3125705
2011,0,None,2427553.00,None,4514631,None,None,-0.294495,-0.158865,17,8.35476,3,1.23515,-0.0112588,4mg010104,3125705
2012,0,None,2332694.00,None,4382784,None,None,-0.039076,-0.177036,15,5.2681,4,1.25036,-0.0178081,4mg010104,3125705
2013,0,None,2632097.00,None,5089133,None,None,0.128351,-0.164189,14,5.26518,2,1.1057,-0.0202751,4mg010104,3125705
2014,0,None,1410959.00,None,2699825,None,None,-0.463941,-0.178178,12,4.53063,2,1.19608,-0.0114482,4mg010104,3125705
2000,0,None,161035.00,None,263000,None,None,None,None,7,3.95987,1,1.0,None,4mg010105,3131109
2001,0,None,82927.00,None,68015,None,None,-0.485037,None,5,4.46263,1,1.0,None,4mg010105,3131109
2002,0,None,61703.00,None,77329,None,None,-0.255936,None,4,3.53353,1,1.0,-0.00117704,4mg010105,3131109
2003,0,None,107374.00,None,93508,None,None,0.740175,None,4,3.74968,2,1.11044,-0.00273981,4mg010105,3131109
2004,0,None,188525.00,None,140225,None,None,0.755779,None,4,3.23094,2,1.16058,-0.00368061,4mg010105,3131109
2005,0,None,281214.00,None,183048,None,None,0.491654,0.117952,4,1.51846,2,1.12104,-0.00558921,4mg010105,3131109
2006,0,None,407444.00,None,240195,None,None,0.448875,0.37491,2,1.16136,1,1.0,-0.00658897,4mg010105,3131109
2007,0,None,674436.00,None,299463,None,None,0.655285,0.613344,5,2.75762,4,2.73991,-0.0112191,4mg010105,3131109
2008,0,None,443335.00,None,175409,None,None,-0.342658,0.327904,2,1.5755,3,1.77148,-0.00936872,4mg010105,3131109
2009,0,None,330980.00,None,132002,None,None,-0.253431,0.119146,3,1.45241,1,1.0,-0.00526947,4mg010105,3131109
2010,0,630.00,393990.00,151,159763,None,None,0.190374,0.0697681,5,2.90091,2,1.01786,-0.00617765,4mg010105,3131109
2011,0,34923.00,273314.00,1950,131115,54.4333,None,-0.306292,-0.0767511,4,2.88246,1,1.0,-0.00279131,4mg010105,3131109
2012,0,17903.00,460487.00,1339,191398,-0.487358,None,0.684828,-0.0734789,3,2.23265,3,2.70529,-0.107874,4mg010105,3131109
2013,0,None,905548.00,None,515098,None,None,0.966501,0.153549,7,3.78574,6,4.35538,-0.141274,4mg010105,3131109
2014,0,None,707799.00,None,584373,None,None,-0.218375,0.164184,5,3.27935,6,3.98046,-0.00892801,4mg010105,3131109
2004,0,None,27622.00,None,27100,None,None,None,None,1,1.0,1,1.0,-0.0233139,4mg010106,3136405
2005,0,None,67554.00,None,45701,None,None,1.44566,None,1,1.0,3,2.08672,-0.0381404,4mg010106,3136405
2006,0,None,95898.00,None,33391,None,None,0.419575,None,1,1.0,1,1.0,-0.00610178,4mg010106,3136405
2007,0,None,55814.00,None,25638,None,None,-0.417986,None,1,1.0,1,1.0,-0.00387923,4mg010106,3136405
2008,0,None,28807.00,None,15115,None,None,-0.483875,None,1,1.0,1,1.0,-0.00198796,4mg010106,3136405
2012,0,6700.00,None,646,None,None,None,None,None,0,None,0,None,None,4mg010108,3143609
2010,0,None,176000.00,None,0,None,None,None,None,1,1.0,1,1.0,0.00181804,4mg010200,3100203
2011,0,None,82500.00,None,0,None,None,-0.53125,None,1,1.0,1,1.0,0.00076968,4mg010200,3100203
2002,0,2090.00,None,584,None,None,None,None,None,0,None,0,None,None,4mg010203,3143500
2004,0,12988.00,None,210,None,None,None,None,None,0,None,0,None,None,4mg010203,3143500
2010,0,None,79240.00,None,28000,None,None,None,None,1,1.0,2,1.46381,-0.00600511,4mg010203,3143500
2000,0,None,222872.00,None,524096,None,None,None,None,2,1.12459,1,1.0,None,4mg010205,3152006
2001,0,None,275350.00,None,676686,None,None,0.235463,None,5,2.35351,2,1.07071,None,4mg010205,3152006
2002,0,None,849025.00,None,2070149,None,None,2.08344,None,10,4.23068,1,1.0,0.00302133,4mg010205,3152006
2003,0,None,1072091.00,None,2568644,None,None,0.262732,None,15,5.84836,4,1.06036,-0.00968815,4mg010205,3152006
2004,0,None,1288824.00,None,3311370,None,None,0.202159,None,9,5.25334,3,1.13977,-0.0256206,4mg010205,3152006
2005,0,250899.00,1298400.00,112855,3207503,None,None,0.00743003,0.42256,10,5.62261,3,1.11154,-0.013017,4mg010205,3152006
2006,0,42085.00,1122220.00,426,2665014,-0.832263,None,-0.13569,0.324459,10,5.02216,1,1.0,0.00114888,4mg010205,3152006
2007,0,None,1513988.00,None,3353180,None,None,0.349101,0.12264,10,5.09165,2,1.00212,0.00288072,4mg010205,3152006
2008,0,None,1581593.00,None,3119229,None,None,0.0446536,0.0808679,9,3.13016,2,1.03973,-0.000928861,4mg010205,3152006
2009,0,None,1013487.00,None,2079944,None,None,-0.359199,-0.0469298,7,4.50674,1,1.0,-0.00723094,4mg010205,3152006
2010,0,None,1247263.00,None,2360613,None,None,0.230665,-0.00800403,9,5.38756,1,1.0,0.00128137,4mg010205,3152006
2011,0,941.00,1033828.00,22,1792608,None,-0.532381,-0.171123,-0.0162742,9,5.05622,1,1.0,-0.00464602,4mg010205,3152006
2012,0,None,1125393.00,None,1938472,None,None,0.0885689,-0.0575977,7,3.69,1,1.0,-0.00815464,4mg010205,3152006
2013,0,6954.00,1093068.00,630,1761368,None,None,-0.0287233,-0.0712251,8,3.93409,1,1.0,-0.00829929,4mg010205,3152006
2014,0,None,1388626.00,None,2393787,None,None,0.270393,0.0650094,7,2.63661,1,1.0,-0.010977,4mg010205,3152006
2000,0,66194023.00,29191181.00,182349792,25092810,None,None,None,None,10,4.56894,3,1.14821,None,4mg010206,3169356
2001,0,75522590.00,27244570.00,196024036,55723314,0.140928,None,-0.0666849,None,7,2.14187,4,1.85522,None,4mg010206,3169356
2002,0,53471607.00,50412999.00,234088389,76661158,-0.291979,None,0.850387,None,9,3.56745,5,1.35633,-1.37446,4mg010206,3169356
2003,0,65171397.00,51913940.00,242498983,61352885,0.218804,None,0.0297729,None,19,6.54591,3,1.22167,-1.90477,4mg010206,3169356
2004,0,82071530.00,59867555.00,231684553,56138266,0.259318,None,0.153208,None,15,5.40165,3,1.20031,-1.28765,4mg010206,3169356
2005,0,75199579.00,55832944.00,171322096,41672559,-0.0837312,0.0258393,-0.0673923,0.138486,16,4.07254,5,1.23652,-0.900333,4mg010206,3169356
2006,0,62297986.00,83506305.00,107160722,31554324,-0.171565,-0.0377688,0.495646,0.251088,14,6.1974,5,1.52002,-1.16563,4mg010206,3169356
2007,0,35290119.00,56171080.00,25024850,20429650,-0.433527,-0.0797497,-0.327343,0.0218662,13,5.2589,3,1.86514,-0.825164,4mg010206,3169356
2008,0,40520262.00,38247191.00,55861863,18013924,0.148204,-0.0906668,-0.319095,-0.0592741,9,4.4655,2,1.58302,0.0615681,4mg010206,3169356
2009,0,9760322.00,63385954.00,11798547,49239228,-0.759125,-0.346788,0.657271,0.011487,18,4.45766,5,1.10585,-0.29596,4mg010206,3169356
2010,0,34251921.00,66006524.00,45924872,39125134,2.5093,-0.145536,0.0413431,0.0340446,10,1.96983,3,1.06543,-0.169459,4mg010206,3169356
2011,0,29064737.00,84355842.00,42150678,45255621,-0.151442,-0.141425,0.277992,0.00202644,12,3.21124,2,1.04464,-0.169135,4mg010206,3169356
2012,0,45759291.00,52108291.00,66777893,28625151,0.574392,0.0533319,-0.38228,-0.0149034,13,4.40887,2,1.0221,-0.0986902,4mg010206,3169356
2013,0,56762822.00,42342770.00,90600442,22981944,0.240466,0.0697403,-0.187408,0.0205539,14,4.74209,3,1.2196,-0.251996,4mg010206,3169356
2014,0,45682922.00,35407131.00,62499915,19449180,-0.195196,0.361626,-0.163797,-0.109939,15,6.41803,4,1.81877,-1.23755,4mg010206,3169356
2002,0,233130.00,9829.00,21500,63342,None,None,None,None,1,1.0,1,1.0,-0.000199174,4mg020009,3143153
2003,0,18032.00,206125.00,1040,1686370,-0.922653,None,19.9711,None,1,1.0,1,1.0,-0.00179261,4mg020009,3143153
2011,0,8422.00,None,857,None,None,None,None,None,0,None,0,None,None,4mg020010,3146750
2012,0,478.00,None,70,None,-0.943244,None,None,None,0,None,0,None,None,4mg020010,3146750
2000,0,None,1582836.00,None,2783960,None,None,None,None,4,1.42205,1,1.0,None,4mg020013,3157104
2001,0,None,1517336.00,None,3012320,None,None,-0.0413814,None,7,2.50941,1,1.0,None,4mg020013,3157104
2002,0,None,1582925.00,None,3362000,None,None,0.0432264,None,4,2.46986,1,1.0,-0.00685495,4mg020013,3157104
2003,0,None,1579350.00,None,3226000,None,None,-0.00225848,None,4,2.32686,1,1.0,-0.0671718,4mg020013,3157104
2004,0,None,1872560.00,None,3556000,None,None,0.185652,None,3,2.16742,1,1.0,-0.141534,4mg020013,3157104
2005,0,3587.00,2016752.00,41,3691000,None,None,0.0770026,0.0496471,4,2.54056,1,1.0,-0.0568794,4mg020013,3157104
2006,0,None,1923129.00,None,3607500,None,None,-0.0464227,0.0485408,4,2.79725,1,1.0,0.034642,4mg020013,3157104
2007,0,None,1796971.00,None,3430800,None,None,-0.0656004,0.0256901,5,2.72923,1,1.0,0.00540288,4mg020013,3157104
